TopicID	LinearMathAMR
B.254	possible-01 get-01 i hint some thing solve-01 thing equal-01 string-entity eq SUB SUP SUB int 0 𝜋 divide times 𝑥 𝑑 𝑥 minus 1 times 𝑥 𝑠 𝑜 𝑐 𝑥 𝑛 𝑖 𝑠 𝐼 this integral amr-unknown
B.255	multi-sentence come-across-21 i problem find-01 integral string-entity proportional-to this ordinal-entity 1 have-03 i distribute-01 string-entity proportional-to times interval$O-O$$ 𝑥 𝑦 SUB 𝑓 L-2 𝑋 𝑌 exp minus times 𝑦 𝑥 13 times SUP 𝑥 2 94 times SUP 𝑦 2 divide 1 2 joint attempt-01 find-01 string-entity times 𝑥 SUB 𝑓 𝑋 follow-04
B.256	"multi-sentence and learn-01 i limit-01 possible-01 understand-01 something mean-01 have-condition-91 have-03 we limit-01 string-entity eq divide minus SUP 𝑥 2 1 minus 𝑥 1 times 𝑥 𝑓 quite - obligate-01 we want-01 see-01 value approach-01 close-10 numerical-quantity 1 have-degree-91 more y mean-01 image we take-01 limit-01 string-entity limit SUB limit → 𝑥 1 divide minus SUP 𝑥 2 1 minus 𝑥 1 follow-04 this realize-01 continue-01 function-01 - equal-01 variable name ""x"" variable name ""1"" as-soon-as look-01 function-01 possible-01 say-01 i that by-the-way"
B.257	multi-sentence and sit-01 i analyze-01 yesterday take-01 we limit-01 express-01 some natural-03 think-01 i and rule-01 transform-01 linear-02 string-entity eq plus times limit SUB limit → 𝑥 𝑘 times 𝑥 𝑔 𝑐 times limit SUB limit → 𝑥 𝑘 times 𝑥 𝑓 𝑐 limit SUB limit → 𝑥 𝑘 times plus times 𝑥 𝑔 times 𝑥 𝑓 𝑐 abide-01 take-01 limit-01 some appear-02 homomorphism and string-entity eq limit SUB limit → 𝑥 𝑘 times 𝑥 𝑔 𝑥 𝑓 limit SUB limit → 𝑥 𝑘 times times 𝑥 𝑔 𝑓 et-cetera also question-01 i thing limit-01 amr-unknown mathematics real-04 anyway
B.258	prove-01 string-entity eq 0 limit SUB limit → 𝑥 infinity divide SUP 𝑥 𝑘 SUP 𝑒 𝑥 mean-01 number positive any amr-unknown
B.259	multi-sentence possible-01 find-01 i equal-01 string-entity 𝑐 string-entity eq SUP 𝑛 𝑐 SUP 2 𝑛 cause-01 amr-unknown cause-01 true-01 this rate-entity-91 case-04 finite every seem-01 grow-01 string-entity SUP 2 𝑛 have-degree-91 fast-02 more cause-01 possible-01 find-01 we equal-01 string-entity 𝑐 match-01 string-entity 𝑛 any
B.260	multi-sentence use-01 i coordinate-01 pole need-01 i calculate-01 thing limit-01 equal-01 product-of 534 0 get-01 thing equal-01 product-of 535 0
B.261	show-01 you equal-01 string-entity eq SUB SUP SUB sum eq 0 𝑘 𝑛 times SUP 𝛽 𝑘 SUP 𝛼 minus 𝑛 𝑘 det SUB 𝑇 𝑛 imperative
B.262	"multi-sentence give-01 express-01 have-condition-91 equal-01 string-entity ""a^-=eqx"" string-entity ""a"" equal-01 string-entity ""a\geq 0"" string-entity ""0$ else"" part negative-02 denot-01 string-entity 𝑎 possible-01 and number real-04 string-entity 𝑎 have-03 and part positive part negative-02 amr-unknown and negative-02 and string-entity SUP 𝑎 plus string-entity SUP 𝑎 minus - hold-01 relation-03 follow-04 string-entity eq minus SUP 𝑎 plus SUP 𝑎 minus 𝑎 and text above book i optimize-01 person compile-01 possible-01 understand-01 -"
B.263	multi-sentence and pertain-01 it side mathematics thing have-degree-91 more interest-01 i specific-02 interplay-01 concept and level syntax level semantics and determine-01 amr-unknown need-01 use-01 and term separate-02 2 shorthand separate-02 2 separate-01 amr-unknown anything seem-01 express-01 thing state-01 both thing same-01 level function-01 possible-01 capture-01 thing correspond-02 condition-01 material rule-01 infer-01 any take-04 we modus-ponens know-01 well
B.264	multi-sentence stick-01 i perform-02 operate-01 arithmetic some point 1 want-01 i know-01 truth-value possible-01 write-01 string-entity resemble-01 string-entity fragments SUP 𝑎 times 𝑝 percent 𝑏 $$ percent p fragments SUP 𝑎 𝑏 $$ percent p
B.265	show-01 possible-01 integer string-entity SUP divide 𝑎 𝑏 2 - situation this amr-unknown
B.266	multi-sentence mean-01 string-entity divide rem 𝑝 𝑞 𝑞 terminate-01 string-entity divide 𝑝 𝑞 process-02 this initial string-entity in interval$O-O$$ 𝑝 𝑞 times setdiff ℕ S-1 0 ℕ terminate-01 iterate-01 arrive-01 you or fraction mean-01 numerator string-entity leq proper integer define-01 i example complicate-01 suffice-01 string-entity and → divide 1 3 → plus divide 1 3 1 → divide 4 3 → plus divide 2 3 2 → divide 8 3 → divide 14 3 plus divide 2 3 4 terminate-01 amr-unknown always
B.267	"multi-sentence equal-01 string-entity eq plus SUB SUP SUB sum eq 1 𝑖 𝑚 times 𝑥 SUB 𝑓 𝑖 SUB 𝜆 𝑖 times 𝑥 SUB 𝑓 0 times interval$O-O$$ 𝑥 𝜆 𝐿 contrast-01 equal-01 string-entity string-entity ""lagrangian"" string-entity eq minus infimum SUB infimum 𝑥 times interval$O-O$$ 𝑥 𝜆 𝐿 L-2 minus times 𝜆 𝑔 and wonder-01 i truth-value case-04 dual-01 thing name ""lagrange"" have-03 time hard-02 show-01 suspect-01 i true-01 primal dual-01 general-02 - and let-01 you and string-entity L-2 times 𝑥 SUB 𝑓 0 equal-01 problem imperative equal-01 string-entity form-seq leq L-2 times 𝑥 SUB 𝑓 𝑖 0 eq L-3 1 … 𝑚 𝑖 string-entity leq L-2 minus 𝜆 0"
B.268	find-01 you thing value-01 thing name times 𝜆 𝑍 expect-01 imperative
B.269	"multi-sentence probable boy child both amr-unknown cause-01 this and build-01 we space sample-01 string-entity eq S-1 times interval$O-O$$ 𝑔 𝑔 interval$O-O$$ 𝑏 𝑔 interval$O-O$$ 𝑏 𝑏 𝑆 let-01 case-04 boy string-entity eq S-1 interval$O-O$$ 𝑏 𝑏 𝐸 event string-entity ""e"" string-entity cause-01 string-entity and eq divide 1 2 eq divide divide 1 divide 2 3 3 eq divide times intersect 𝐹 𝐸 𝑃 times 𝐹 𝑃 times c 𝐸 𝐹 𝑃 conditional ""f"" contrast-01 and give-01 answer string-entity divide 1 3 book i possible-01 understand-01 thing cause-01 -"
B.270	multi-sentence expect-01 number head amr-unknown before event find-01 i possible-01 solve-01 it use-01 string-entity recursion-00 equal-01 string-entity eq plus 1 times minus 𝑛 1 𝐸 times 𝑛 𝐸 eq plus times plus times times minus 𝑛 1 𝐸 divide 1 2 1 times 𝑛 𝐸 divide 1 2 times 𝑛 𝐸 base-02 link give-01 comment-01 amr-unknown
B.271	"multi-sentence let-01 you sequence variable depend-01 - product-of S-1 SUB 𝑋 𝑛 equal-01 eq 0 times SUB 𝑋 𝑛 𝔼 random string-entity geq 𝑛 1 imperative find-01 probability event name fragments SUB limit-supremum → 𝑛 infinity fragments { SUB 𝑋 𝑛 SUB 𝑋 plus 1 𝑛 gt 0 } imperative think-01 i recommend-01 equal-01 1 cause-01 positive thing name ""gaussian"" value finite always ordinal-entity 1"
B.272	"multi-sentence cause-01 consider-01 define-01 person mathematics or string-entity eq minus 1 SUP 𝑖 2 string-entity eq root minus 1 2 𝑖 string-entity eq minus 𝑦 𝑥 string-entity eq 𝑥 times 𝑦 go-through-20 person lot line show-01 below reason-01 this justify-01 possible-01 negative-03 and string-entity ""a"" string-entity ""b"" - have-concession-91 instance specific-02 this fail-01 we property this"
B.273	"multi-sentence answer-01 question-01 root-of variable name ""x"" variable name ""1/2"" string-entity SUP 𝑥 2 cause-01 string-entity simplify-01 cause-01 possible-01 string-entity rule general-02 and eq SUP 𝑥 𝑎 eq SUP 𝑥 divide 1 continued-fraction 1 𝑎 root 𝑥 continued-fraction 1 𝑎 string-entity SUP 𝑥 2 eq SUP 𝑥 divide 1 continued-fraction 1 2 root 𝑥 continued-fraction 1 2 logic i"
B.274	"multi-sentence contrast-01 prove-01 i be-located-at-91 distribution thing name ""dirac"" name SUB 𝛿 0 space every thing name eq conditional-set in 𝑓 times SUP 𝐑 𝑛 SUP 𝒮 ′ in times 𝑓 ℱ SUP plus SUP abs 𝜉 divide 𝑠 2 2 1 times SUP 𝐑 𝑛 SUP 𝐿 2 times SUP 𝐑 𝑛 SUP 𝐻 𝑠 name ""sobolev"" ""space"" steel-02 wrestle-01 belong-01 distribution thing name ""heaviside"" name 𝐻 space any name times ℝ SUP 𝐻 𝑠 - possible-01 elaborate-01 you that amr-unknown"
B.275	multi-sentence possible-01 show-01 i equal-01 string-entity eq times divide 𝜋 2 limit SUB limit → 𝐴 infinity SUB SUP SUB int 0 𝐴 times d 𝑥 divide sin 𝑥 𝑥 amr-unknown know-01 i possible-01 use-01 fact equal-01 string-entity gt 𝑥 0 string-entity eq SUB SUP SUB int 0 infinity times SUP 𝑒 minus times d 𝑡 𝑡 𝑥 SUP 𝑥 minus 1 sure-02 thing begin-01 -
B.276	multi-sentence let-01 you and equal-01 in 𝑘 ℕ equal-01 gt 𝑎 1 imperative show-01 you equal-01 eq 0 limit SUB limit → 𝑛 infinity divide SUP 𝑛 𝑘 SUP 𝑎 𝑛 imperative
B.277	multi-sentence amr-unknown contrast-01 possible-01 silly this go-06 it here let-01 you number satisfy-02 equal-01 string-entity geq divide 𝑆 𝑛 root 𝑃 𝑛 real-04 string-entity gt L-2 𝑃 𝑆 0 positive imperative exist-01 cause-01 equal-01 string-entity form-seq eq sum SUB 𝑎 𝑖 𝑆 eq product SUB 𝑎 𝑖 𝑃 sequence real-04 number string-entity L-3 SUB 𝑎 1 … SUB 𝑎 𝑛
B.278	function-01 cause-01 contrast-01 equal-01 string-entity subset times ℚ 𝑓 ℚ equal-01 string-entity not-subset-of-or-equals times ℚ SUP 𝑓 ′ ℚ - differ-02 amr-unknown
B.279	multi-sentence question-01 suppose-01 have-03 string-entity $##$ 𝑓 → interval$O-O$$ minus 𝛿 𝛿 interval$O-O$$ 0 infinity property show-01 string-entity string-entity eq 1 limit SUB limit → 𝑥 0 times 𝑥 𝑓 eq 2 limit SUB limit → 𝑥 0 plus divide 1 times 𝑥 𝑓 times 𝑥 𝑓 approach-02 i let-01 be-located-at-91 string-entity $##$ ℎ → interval$O-O$$ minus 𝛿 𝛿 interval$O-O$$ minus 1 infinity string-entity form-seq eq minus times 𝑥 𝑓 1 times 𝑥 ℎ in forall 𝑥 interval$O-O$$ minus 𝛿 𝛿 note-01 you be-done-08 we possible-01 show-01 string-entity eq 0 limit SUB limit → 𝑥 0 times 𝑥 ℎ imperative
B.280	"multi-sentence and see-01 i it lot field also use-01 we possible-01 see-01 you continue-01 function-01 execute-02 at-all - derivative have-03 function-01 discontinuous clear-06 exemplify-01 have-purpose-91 calculate-01 amount optimal-01 thing add-02 thing name ""ripple"" minimize-01 time process-02 add-02 execute-02 cause-01 and mean-01 number string-entity 𝑛 bit number add-02 number natural-03 string-entity 𝑘 string-entity eq root divide 𝑛 2 2 𝑘 string-entity mean-01 gate mean-01 take-10 operate-01 delta 𝑘"
B.281	method alternate-01 prove-01 equal-01 string-entity → SUP 𝑛 divide 1 𝑛 1 string-entity in 𝑛 ℕ
B.282	multi-sentence have-03 i question-01 equal-01 string-entity SUB SUP SUB sum eq 1 𝑛 infinity divide 1 SUP 𝑛 2 string-entity divide SUP 𝜋 2 6 know-01 i possible-01 prove-01 or analyze-01 standard-02 variable 1 work-01 or string-entity arcsin something resemble-01 analyze-01 basic complex contrast-01 tell-01 someone prove-01 it use-01 analyze-01 function-01 also great
B.283	multi-sentence determine-01 truth-value or converge-01 string-entity SUB 𝑥 𝑛 diverge-01 give-01 and string-entity and gt 0 assign SUB 𝑥 1 𝑎 string-entity assign SUB 𝑥 plus 1 𝑛 plus divide 1 SUB 𝑥 𝑛 SUB 𝑥 𝑛 string-entity in 𝑛 ℕ seem-01 obvious-01 and increase-01 sequence strict positive always cause-01 add-02 we number element each subsequent always since string-entity gt SUB 𝑥 1 0
B.284	multi-sentence have-quant-91 thing enough prove-01 state-01 possible-01 represent-01 string-entity in 𝑛 ℕ rational any form decimal repeat-01 digit many infinite follow-04 true-01 this string-entity mean-01 equal-01 string-entity 𝑚 eq plus divide 1 𝑛 … divide 1 𝑛 divide 1 𝑛 divide 𝑚 𝑛 true-01
B.285	determine-01 formula sum-of series formula resemble-01 or string-entity eq plus 𝑛 SUP 𝑛 2 SUB 𝑈 𝑛 string-entity eq plus 5 minus times SUP 𝑛 2 6 times 𝑛 12 SUB 𝑈 𝑛 term ordinal-entity 3 amr-unknown
B.286	multi-sentence let-01 you and decrease-01 string-entity SUB 𝑎 𝑛 positive imperative imply-01 converge-01 string-entity sum SUB 𝑎 𝑘 string-entity eq 0 limit SUB limit → 𝑛 plus infinity times SUB 𝑎 𝑛 𝑛 then think-01 i thing cause-01 positive string-entity times SUB 𝑎 𝑛 𝑛 do-02 only find-01 bind-01 sequence upper
B.287	form close-01 amr-unknown string-entity SUB SUP SUB sum eq 1 𝑖 𝑛 divide times 𝑖 2 SUP 2 𝑖
B.288	multi-sentence question-01 i converge-01 series below also amr-unknown here change-01 sign term string-entity L-3 sum divide times sin 𝑛 𝑛 sum divide sin 𝑛 times abs sin 𝑛 𝑛 every speak-01 loose surprise-01 converge-01 it - i
B.289	find-01 you thing general-02 solve-01 equal-01 plus SUP 𝑧 𝑛 SUP 𝑦 𝑛 SUP 𝑥 𝑛 imperative
B.290	method have-degree-91 good-02 most prove-01 possible-01 divide-02 string-entity minus times SUP 11 plus 1 times 𝑛 2 7 SUP 3 minus times 𝑛 4 1 string-entity 10
B.291	multi-sentence have-03 i series mean-01 and string-entity SUB SUP SUB sum eq 1 𝑛 infinity divide SUB SUP SUB product eq 1 𝑘 𝑛 SUP times 𝑘 2 2 factorial plus 2 times 𝑛 2 string-entity SUB SUP SUB sum eq 0 𝑛 infinity divide SUB SUP SUB product eq 0 𝑘 𝑛 SUP plus 1 times 𝑘 2 2 factorial plus 3 times 𝑛 2 follow-04 2 figure-out-05 i product mean-01 and string-entity eq times SUP factorial 𝑛 2 SUP 4 𝑛 SUB SUP SUB product eq 1 𝑘 𝑛 SUP times 𝑘 2 2 string-entity eq divide SUP factorial plus 1 times 𝑛 2 2 times SUP factorial 𝑛 2 SUP 4 𝑛 SUB SUP SUB product eq 0 𝑘 𝑛 SUP plus 1 times 𝑘 2 2 part ordinal-entity 𝑛 cause-01 become-01 they string-entity follow-04 eq SUB SUP SUB sum eq 1 𝑛 infinity divide times SUP factorial 𝑛 2 SUP 4 𝑛 factorial plus 2 times 𝑛 2 SUB SUP SUB sum eq 1 𝑛 infinity divide SUB SUP SUB product eq 1 𝑘 𝑛 SUP times 𝑘 2 2 factorial plus 2 times 𝑛 2 put-01 series back diverge-01 this expect-01 test-01 limit now
B.292	multi-sentence and try-01 i use-01 lemma ratio tackle-01 and thing question-01 this fact also string-entity geq SUP plus 1 𝑛 𝑘 plus times 𝑘 𝑛 1 reach-01 thing answer-01 - recommend-01 go-03 i solve-01 problem this amr-unknown
B.293	sum-up-01 thing property-02 name SUB SUP SUB sum eq 2 𝑗 minus 𝑛 1 SUP 𝑗 2
B.294	multi-sentence look-01 i thing reference-04 answer-01 thing question-01 title let-01 you try-01 i clarify-10 mean-01 recommend-01 touch-on-04 one concept call-01 possible-01 hyper-hypercohomology have-03 sheaf single-02 string-entity ℱ resolution string-entity SUP 𝒢 ∙ object inject-01 need-01 - imperative
B.295	multi-sentence need-01 i help-01 understand-01 thing solve-01 task this cause-01 lose-02 bit moment use-01 you thing equal-01 string-entity eq divide 1 minus 1 𝑥 times 𝑥 𝑓 power-01 decide-01 sum-01 series equal-01 and string-entity SUB SUP SUB sum eq 1 𝑛 infinity times SUP 𝑥 𝑛 plus 1 𝑛 𝑛 string-entity SUB SUP SUB sum eq 1 𝑛 infinity divide times plus 1 𝑛 𝑛 SUP 3 𝑛 imperative understand-01 i manipulate-01 sum-01 use-01 series power-01 function -
B.296	contrast-01 know-01 we string-entity write-out-03 possible-01 form-seq eq SUB SUP SUB sum eq 0 𝑛 infinity divide SUP 𝑥 𝑛 factorial 𝑛 SUP 𝑒 𝑥 in 𝑥 ℝ define-01 string-entity SUP 0 0 well -
B.297	"multi-sentence idea any location start-01 i possible-01 state-01 find-01 integer satisfy-02 string-entity include-91 string-entity function name ""euler's"" ""phi"" italic-ϕ eq 320 times 𝑛 italic-ϕ variable name ""n"" all"
B.298	"multi-sentence struggle-02 i understand-01 transform-01 function-01 delta thing name ""dirac"" vary-01 transform-01 mean-01 constant and string-entity L-2 𝑎 𝑏 string-entity 𝑐 here specific-02 thing type follow-01 name → times minus times 𝑧 𝜒 𝑎 𝑏 𝛿 times minus 𝑧 𝑐 𝛿 relation-03 string-entity times 𝑧 𝜒 string-entity times 𝑧 𝐻 mean-01 function-01 string-entity 𝑧 string-entity vary-01 smooth-06 positive"
B.299	contrast-01 prove-01 equal-01 string-entity eq divide 1 2 minus cos divide 𝜋 5 cos divide times 𝜋 2 5 find-01 equal-01 string-entity cos divide 𝜋 5 -
B.300	multi-sentence suppose-02 i find-out-03 truth-value continue-01 string-entity eq divide 1 plus ln SUP ln 2 𝑥 1 times 𝑥 𝑓 string-entity eq interval$O-O$$ 0 infinity 𝐼 uniform think-01 i lot
B.301	"multi-sentence contrast-01 possible-01 prove-01 i that - edit-01 like-02 i have-03 prove-01 use-01 information fine-04 use-01 equal-01 or person name ""cauchy"" ""schwarz"" person name ""holder"" -"
B.302	multi-sentence solution amr-unknown contrast-01 approach-02 i take-01 root-of give-01 string-entity string-entity eq times SUP 𝑒 divide times 𝜑 𝑖 𝑛 root 𝑠 𝑛 𝑧 10 string-entity string-entity 𝑛 17 simple-02 now seem-01 ask-02 problem this show-01 we exist-01 root-of string-entity string-entity 𝑛 18
B.303	"multi-sentence theorem have-mod-91 and base string-entity L-2 𝑥 𝑦 bracket determine-01 string-entity eq 𝑥 interval$C-C$$ 𝑥 𝑦 thing dimension 2 commutative - only name ""lie"" ""algebra"" up-to isomorphic understand-01 i space field name 𝐾 vector all other each"
B.304	"multi-sentence prove-01 admit-01 surface orient-01 possible-01 - real-04 structure complex - easy-05 amr-unknown know-01 i prove-01 obligate-01 orient-01 manifold complex observe-01 satisfy-01 structure surface equal-01 equal-01 string-entity 𝑋 real-04 any condition equal-01 string-entity subset interval$C-C$$ SUP SUB 𝑇 𝑋 L-2 0 1 SUP SUB 𝑇 𝑋 L-2 0 1 SUP SUB 𝑇 𝑋 L-2 0 1 theorem name ""newlander-nirenberg"" cause-01 and bundle-01 dimension complex string-entity 1 alternate-01 bracket string-entity interval$C-C$$ minus minus mean-01 disappear-01 string-entity SUP SUB 𝑇 𝑋 L-2 0 1 cause-01 and admit-01 string-entity 𝑋 structure complex obligate-01 possible-01 orient-01 complex"
B.305	value-01 function-01 string-entity limit SUB limit → 𝑁 infinity floor SUB SUP SUB sum eq 1 𝑟 𝑁 divide 1 SUP 2 𝑟 floor amr-unknown
B.306	"multi-sentence see-01 i expand-01 thing name ""euler"" ""mascheroni"" ""constant"" include-91 expand-01 thing consequence-03 theorem name ""mertens"" ""ter theorem"" name ""meissel"" ""mertens"" ""constant"" 1 expand-01 string-entity eq plus sum SUB sum 𝑝 S-1 plus divide 1 𝑝 log minus 1 divide 1 𝑝 𝛾 𝐵 that understand-01 i thing cause-01 difficult prove-01 rational thing name ""euler"" ""mascheroni"" ""constant"" - - now"
B.307	multi-sentence question-01 i cause-01 amr-unknown true-01 this cause-01 amr-unknown case-04 equal-01 equal-01 string-entity 𝑥 string-entity 𝑛 equal-01 string-entity eq times 𝑛 𝜆 ord SUB ord 𝑛 𝑥 always word other
B.308	"multi-sentence string-entity mean-01 contour company name ""hankel"" eq times divide times minus 1 𝑠 Γ times int SUB int 𝐶 times divide times 𝑧 𝑑 𝑧 divide SUP minus 𝑧 𝑠 minus SUP 𝑒 𝑧 1 𝑖 𝜋 2 times 𝑠 𝜁 path travel-01 distance distance distance equal 𝛿 small above axis string-entity 𝑥 positive and have-trouble-04 i understand-01 define-01 person name ""riemann"" function zeta need-01 give-01 summarize-01 brief here before possible-01 get-05 question-01 and derive-01 represent-01 string-entity and eq times divide 1 times SUB SUP SUB int 0 infinity times d 𝑥 divide SUP 𝑥 minus 𝑠 1 minus SUP 𝑒 𝑥 1 𝑠 Γ eq SUB SUP SUB sum eq 1 𝑛 infinity divide 1 SUP 𝑛 𝑠 times 𝑠 𝜁 valid-02 string-entity times 1 𝑠 modify-01 integral define-01 except-01 string-entity have-03 pole simple-02 eq 1 𝑠"
B.309	multi-sentence consider-02 you equate-01 instead-of-91 equate-01 string-entity prime-01 cause-01 equal-01 string-entity equivalent times times 3 2 𝑝 such SUB 𝔽 𝑝 string-entity eq 𝑎 SUP 𝑥 3 first-of-all imperative have-concession-91 convince-01 this i have-degree-91 enough - say-01 book read-01 current solve-01 string-entity SUB 𝔽 𝑝 cause-01 equal-01 string-entity eq 1 gcd 3 minus 𝑝 1 exact 1
B.310	find-01 thing solve-01 string-entity eq 1 plus divide 10 𝑦 divide 4 𝑥 integer positive
B.311	equal-01 amr-unknown string-entity plus times divide 26 27 𝑓 … times divide 3 27 𝑓 times divide 2 27 𝑓 times divide 1 27 𝑓 give-01 string-entity eq divide SUP 9 𝑥 plus 3 SUP 9 𝑥 times 𝑥 𝑓 function
B.312	prove-01 equal-01 string-entity eq floor divide 𝑎 times 𝑐 𝑏 floor divide floor divide 𝑎 𝑐 𝑏 equal-01 string-entity 𝑎 and string-entity 𝑏 string-entity 𝑐 positive
B.313	multi-sentence let-01 you and equal-01 string-entity in L-2 𝑎 𝑏 𝐺 group finite abelian equal-01 string-entity form-seq eq 𝑟 abs 𝑎 eq 𝑠 abs 𝑏 string-entity eq 1 gcd 𝑟 𝑠 imperative prove-01 you equal-01 string-entity eq times 𝑠 𝑟 abs times 𝑏 𝑎 imperative
B.314	multi-sentence suppose-01 you have-03 basis cause-01 string-entity lt sum norm minus SUB 𝑒 𝑛 SUB 𝑥 𝑛 1 space hilbert string-entity S-1 SUB 𝑒 𝑛 orthonormal have-quant-91 condition this enough prove-01 span-01 string-entity S-1 SUB 𝑥 𝑛 close-01 string-entity 𝐻 amr-unknown
B.315	want-01 i show-01 and equal-01 string-entity times 𝑚 𝑃 string-entity forall equal-01 string-entity geq 0 𝑚 string-entity forall 𝑚 equal-01 string-entity times 0 𝑃 string-entity times 𝑚 𝑃 equal-01 string-entity geq 0 𝑚 cause-01 theorem 2.2 string-entity and eq 0 eq 𝑎 𝑚 ordinal-entity 1
B.316	multi-sentence have-03 we and string-entity eq SUB 𝐶 1 SUP times ℤ divide ℤ 2 times string-entity eq SUB 𝐶 2 SUP times ℤ divide ℤ 4 times string-entity eq times SUB 𝐶 2 SUB 𝐶 2 SUP times ℤ divide ℤ 8 times string-entity eq times SUB 𝐶 4 SUB 𝐶 2 SUP times ℤ divide ℤ 16 times string-entity eq times SUB 𝐶 8 SUB 𝐶 2 SUP times ℤ divide ℤ 32 times start-01 i believe-01 have-03 we string-entity eq times SUB 𝐶 SUP 2 minus 𝑚 2 SUB 𝐶 2 SUP times ℤ divide ℤ SUP 2 𝑚 times string-entity gt 𝑚 1 explain-01 simple-02 true-01 conceptual
B.317	string-entity int times d 𝑥 divide 1 SUP plus 1 SUP 𝑥 2 𝑛
B.318	prove-01 you equal-01 string-entity geq SUP 𝑒 𝑥 SUP plus divide 𝑥 𝑛 1 𝑛 string-entity geq 𝑛 1 amr-unknown
B.319	multi-sentence know-01 we equal-01 string-entity 𝐴 order-03 part string-entity interval$O-O$$ 𝐴 subset suppose-01 we chain string-entity and subset … subset SUB 𝐴 plus 1 𝑛 subset SUB 𝐴 𝑛 subset … subset SUB 𝐴 1 SUB 𝐴 2 string-entity 𝐴 possible-01 prove-01 we equal-01 string-entity eq union SUB union in 𝑛 ℕ SUB 𝐴 𝑛 𝐵 set count-01
B.320	"multi-sentence cause-01 equal-01 integral i string-entity SUB SUP SUB int 0 1 divide sin SUP sin minus 1 𝑥 𝑥 let-01 you rewrite-01 i integral string-entity eq SUB SUP SUB int 0 1 divide arcsin 𝑥 𝑥 ℐ avoid-01 confuse-01 start-off-02 integrate-01 mean-01 equal-01 string-entity eq sin 𝑡 𝑥 mean-01 equal-01 string-entity eq times 𝑡 𝑑 cos 𝑡 times 𝑥 𝑑 cause-01 become-01 integral we and string-entity ""eqx250eqx"" string-entity eq cot 𝑡 times 𝑣 𝑑 string-entity and eq ln sin 𝑡 implies 𝑣 string-entity eq SUB SUP SUB int 0 divide 𝜋 2 times d 𝑡 cot 𝑡 𝑡 string-entity eq arcsin 𝑥 𝑡 part know-01 i proceed-01 further here -"
B.321	"solve-01 you equal-01 string-entity eq 𝑑 plus times 𝑦 𝑏 times 𝑥 𝑎 equal-01 string-entity neq gcd 𝑎 𝑏 𝑑 use-01 string-entity ""bézout"" imperative"
B.322	multi-sentence want-01 i calculate-01 sum-of sum-of number triangular now and define-01 we and string-entity eq divide times plus 1 𝑛 𝑛 2 SUB 𝑎 𝑛 string-entity eq SUB SUP SUB sum eq 1 𝑥 𝑛 SUB 𝑎 𝑥 SUB 𝑏 𝑛 string-entity eq SUB SUP SUB sum eq 1 𝑥 𝑛 SUB 𝑏 𝑥 SUB 𝑐 𝑛 imperative want-01 i formula explicit-03 string-entity SUB 𝑐 𝑛
B.323	"multi-sentence contrast-01 try-01 i thing name ""euclidean"" ""algorithm"" lot possible-01 figure-out-05 still - know-01 you thing possible-01 use-01 i thing name ""euclidean"" ""algorithm"" find-01 thing equal-01 string-entity SUP divide times D-lsqb;&rsqb; 𝑥 ℝ plus 1 SUP 𝑥 4 times equal-01 string-entity ¯ minus SUP 𝑥 2 𝑥 amr-unknown thank-01 i in-advance-04 expressive"
B.324	"multi-sentence play-01 i series call-01 problem name ""double"" ""basel"" ""problem"" before couple temporal-quantity 1 hour now manage-02 i generalize-01 thing demonstrate-01 here result-01 after wrestle-01 awhile string-entity identity this eq times divide 1 times D-lsqb;&rsqb; minus times coth times 𝑥 𝜋 𝜋 divide 1 𝑥 𝑥 2 SUB SUP SUB sum eq 1 𝑚 infinity divide 1 plus SUP 𝑚 2 SUP 𝑥 2"
B.325	multi-sentence find-01 number regular-03 composite-02 100 amr-unknown arrive-01 i conclude-01 possible-01 use-01 we string-entity mean-01 and equal-01 string-entity plus 2 factorial 𝑛 string-entity 2 equal-01 string-entity plus 3 factorial 𝑛 string-entity 3 et-cetera L-4 plus 2 factorial 𝑛 plus 3 factorial 𝑛 … plus 𝑛 factorial 𝑛 this find-01 number equal-01 string-entity L-4 plus 2 factorial 𝑛 plus 3 factorial 𝑛 … plus 𝑛 factorial 𝑛 regular-03 after attempt-01 many contrast-01 seem-01 or gap some competent-01 -
B.326	"multi-sentence write-01 cause-01 image module every module free-04 homomorphic summand direct-02 module free-04 there have-concession-91 possible-01 understand-01 i imply-01 module projective every summand direct-02 module string-entity 𝑃 projective - exist-01 module free-04 string-entity module free-04 string-entity 𝑇 some eq direct-sum 𝑃 𝑇 𝐹 string-entity ""f"""
B.327	"multi-sentence determine-01 matrix name times 3 3 volume resemble-01 and and coordinate-entity L-2 V-3 1 𝑥 SUP 𝑥 2 V-3 1 𝑦 SUP 𝑦 2 coordinate-entity V-3 1 𝑧 SUP 𝑧 2 coordinate-entity ""eqx328eqx"" rest-01 tail origin head parallelopiped side 3 possible-01 simplify-01 determine-01 matrix this string-entity times minus 𝑧 𝑥 minus 𝑦 𝑧 minus 𝑥 𝑦"
B.328	prove-01 string-entity eq 0 SUB SUP SUB sum eq 1 𝑘 𝑛 cos divide times 𝑘 𝜋 2 𝑛
